Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (43 parents),Rupture Rate Minimization,Uncertain MFD Equality
1978923481,4983731,10271691,483864,1299,3154.4558,3154.4558,0.0,0.0,1599.2386,775.38257,6.894513,0.29414675,772.64606
1990195764,5014942,10294394,484523,1280,3154.2742,3154.2742,0.0,0.0,1599.169,775.3645,6.8882236,0.29419017,772.55835
2003001304,5046148,10319381,485222,1280,3154.176,3154.176,0.0,0.0,1599.1947,775.3072,6.878861,0.29410395,772.5011
2015374706,5077331,10343695,485950,1278,3154.0664,3154.0664,0.0,0.0,1599.2052,775.1508,6.860424,0.29394972,772.5561
2026294333,5108560,10368952,486710,1287,3154.2144,3154.2144,0.0,0.0,1599.2786,775.26886,6.859475,0.29378173,772.5138
2038891784,5139810,10394741,487452,1268,3154.0498,3154.0498,0.0,0.0,1599.1754,775.21045,6.86601,0.29418695,772.50385
2051863859,5171040,10420551,488212,1277,3153.8406,3153.8406,0.0,0.0,1599.1014,775.2002,6.842857,0.29403386,772.40216
2062569023,5202278,10443959,488920,1267,3153.814,3153.814,0.0,0.0,1599.0873,775.1653,6.860135,0.29428345,772.4071
2075004298,5233404,10467575,489644,1246,3153.6868,3153.6868,0.0,0.0,1599.0879,775.08093,6.865087,0.2944103,772.3584
2085980378,5264636,10490361,490310,1276,3153.779,3153.779,0.0,0.0,1599.0424,775.0945,6.8719406,0.29441243,772.4759
2098197522,5295828,10513064,490959,1254,3153.5474,3153.5474,0.0,0.0,1598.8983,775.0487,6.8635116,0.2943898,772.44244
2109312527,5327028,10537776,491689,1285,3153.452,3153.452,0.0,0.0,1598.9597,774.99084,6.872401,0.29407477,772.3349
2122127522,5358200,10562116,492444,1259,3153.4536,3153.4536,0.0,0.0,1598.7426,775.1066,6.864905,0.2941217,772.44556
2133352244,5389442,10587952,493264,1248,3153.601,3153.601,0.0,0.0,1598.8978,774.95764,6.8807464,0.29388312,772.57086
2145137238,5420658,10611441,493969,1289,3153.5522,3153.5522,0.0,0.0,1598.9213,775.05206,6.8852096,0.2937649,772.4
2156923073,5451836,10635136,494662,1241,3153.039,3153.039,0.0,0.0,1599.0112,774.71564,6.870249,0.29394996,772.14795
2167563174,5482966,10658541,495367,1253,3152.722,3152.722,0.0,0.0,1598.9417,774.63074,6.870556,0.29408035,771.9848
2180349418,5514199,10684848,496152,1262,3152.5095,3152.5095,0.0,0.0,1598.5807,774.7153,6.852187,0.29400614,772.0674
2191788674,5545394,10709311,496845,1230,3152.5977,3152.5977,0.0,0.0,1598.5876,774.6602,6.8560486,0.29401726,772.19965
2206714786,5576630,10735251,497600,1264,3152.6572,3152.6572,0.0,0.0,1598.6335,774.70404,6.8456426,0.29429004,772.1799
