Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (52 parents),Rupture Rate Minimization,Uncertain MFD Equality
2529797657,6037290,10810887,468164,1122,2730.0474,2730.0474,0.0,0.0,1553.8217,767.439,15.978317,0.52066535,392.28775
2543565155,6068379,10834905,469000,1091,2729.9773,2729.9773,0.0,0.0,1553.7826,767.3691,15.965335,0.52101505,392.33917
2558351622,6099485,10859101,469879,1100,2729.9307,2729.9307,0.0,0.0,1553.8577,767.30817,15.956081,0.5214951,392.28738
2569750347,6130499,10882039,470708,1080,2729.8408,2729.8408,0.0,0.0,1553.8345,767.29315,15.946439,0.5218472,392.24493
2584290422,6161718,10905203,471550,1101,2729.778,2729.778,0.0,0.0,1553.7518,767.2917,15.9491205,0.5221899,392.2633
2597324278,6192941,10928579,472424,1101,2729.6914,2729.6914,0.0,0.0,1553.699,767.2435,15.935556,0.52260315,392.2908
2610367048,6224139,10950945,473195,1084,2729.6548,2729.6548,0.0,0.0,1553.7358,767.1949,15.918441,0.522582,392.28296
2623167361,6255802,10974339,474047,1092,2729.6052,2729.6052,0.0,0.0,1553.6411,767.2825,15.903423,0.5228769,392.2555
2638383585,6286946,10998014,474861,1099,2729.6748,2729.6748,0.0,0.0,1553.7327,767.29395,15.884288,0.52365804,392.2403
2651295891,6318119,11020266,475683,1110,2729.605,2729.605,0.0,0.0,1553.6365,767.31616,15.892774,0.52429026,392.2353
2663686351,6349342,11044167,476534,1061,2729.6282,2729.6282,0.0,0.0,1553.5999,767.39343,15.883916,0.5244913,392.2265
